usv_timestamp,vehicle_code,battery_voltage,battery_current,battery_percentage,rssi,mode,latitude,longitude,altitude,heading,armed,gps_ok,system_status,speed,roll,pitch,yaw,temperature_system,mqtt_publish_timestamp
2026-04-10T06:59:43.909Z,USV-001,0.0,0.0,0,0,UNKNOWN,0.0,0.0,0.0,0.0,False,False,UNKNOWN,0.0,0.0,0.0,0.0,0.0,2026-04-10T13:59:43.912
2026-04-10T06:59:44.910Z,USV-001,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,False,False,DISCONNECTED,0.0,0.0,0.0,0.0,0.0,2026-04-10T13:59:44.913
2026-04-10T06:59:45.909Z,USV-001,46.9,-62.5,0.0,0,,0.0,0.0,15.4,136.2,False,False,DISCONNECTED,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:45.913
2026-04-10T06:59:46.909Z,USV-001,46.9,-62.5,0.0,0,CMODE(0),0.0,0.0,15.3,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:46.913
2026-04-10T06:59:47.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.4,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:47.918
2026-04-10T06:59:48.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.4,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:48.919
2026-04-10T06:59:49.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.4,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:49.918
2026-04-10T06:59:50.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.4,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:50.918
2026-04-10T06:59:51.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.5,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:51.919
2026-04-10T06:59:52.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.4,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:52.918
2026-04-10T06:59:53.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:53.917
2026-04-10T06:59:54.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.4,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:54.918
2026-04-10T06:59:55.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.6,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:55.918
2026-04-10T06:59:56.911Z,USV-001,46.8,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:56.919
2026-04-10T06:59:57.910Z,USV-001,46.8,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:57.914
2026-04-10T06:59:58.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.4,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:58.914
2026-04-10T06:59:59.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.4,136.2,False,False,OK,0.0,-0.3,-2.3,136.2,0.0,2026-04-10T13:59:59.914
2026-04-10T07:00:00.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,136.2,False,False,OK,0.0,-0.3,-2.2,136.2,0.0,2026-04-10T14:00:00.914
2026-04-10T07:00:01.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,136.2,False,False,OK,0.0,-0.3,-2.2,136.2,0.0,2026-04-10T14:00:01.919
2026-04-10T07:00:02.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,136.2,False,False,OK,0.0,-0.3,-2.2,136.2,0.0,2026-04-10T14:00:02.920
2026-04-10T07:00:03.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,136.2,False,False,OK,0.0,-0.3,-2.2,136.2,0.0,2026-04-10T14:00:03.918
2026-04-10T07:00:04.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,136.2,False,False,OK,0.0,-0.3,-2.2,136.2,0.0,2026-04-10T14:00:04.919
2026-04-10T07:00:05.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.2,136.2,True,False,OK,0.0,-0.3,-2.2,136.2,0.0,2026-04-10T14:00:05.917
2026-04-10T07:00:06.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.9,True,False,OK,0.0,-0.3,-2.2,135.9,0.0,2026-04-10T14:00:06.918
2026-04-10T07:00:07.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:07.918
2026-04-10T07:00:08.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.3,135.5,True,False,OK,0.0,-0.3,-2.3,135.5,0.0,2026-04-10T14:00:08.918
2026-04-10T07:00:09.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,135.5,True,False,OK,0.0,-0.3,-2.3,135.5,0.0,2026-04-10T14:00:09.919
2026-04-10T07:00:10.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.4,135.5,True,False,OK,0.0,-0.3,-2.3,135.5,0.0,2026-04-10T14:00:10.918
2026-04-10T07:00:11.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,135.5,True,False,OK,0.0,-0.3,-2.3,135.5,0.0,2026-04-10T14:00:11.918
2026-04-10T07:00:12.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.3,135.5,True,False,OK,0.0,-0.3,-2.3,135.5,0.0,2026-04-10T14:00:12.918
2026-04-10T07:00:13.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.5,135.5,True,False,OK,0.0,-0.3,-2.3,135.5,0.0,2026-04-10T14:00:13.918
2026-04-10T07:00:14.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.4,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:14.918
2026-04-10T07:00:15.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.4,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:15.918
2026-04-10T07:00:16.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:16.918
2026-04-10T07:00:17.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:17.918
2026-04-10T07:00:18.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.2,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:18.918
2026-04-10T07:00:19.909Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:19.917
2026-04-10T07:00:20.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.2,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:20.918
2026-04-10T07:00:21.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.5,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:21.918
2026-04-10T07:00:22.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.2,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:22.918
2026-04-10T07:00:23.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:23.919
2026-04-10T07:00:24.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.2,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:24.918
2026-04-10T07:00:25.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:25.918
2026-04-10T07:00:26.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.4,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:26.917
2026-04-10T07:00:27.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:27.919
2026-04-10T07:00:28.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,135.6,True,False,OK,0.0,-0.3,-2.3,135.6,0.0,2026-04-10T14:00:28.918
2026-04-10T07:00:29.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:29.918
2026-04-10T07:00:30.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.5,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:30.918
2026-04-10T07:00:31.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.4,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:31.919
2026-04-10T07:00:32.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.3,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:32.919
2026-04-10T07:00:33.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:33.918
2026-04-10T07:00:34.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:34.919
2026-04-10T07:00:35.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.2,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:35.918
2026-04-10T07:00:36.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.3,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:36.918
2026-04-10T07:00:37.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:37.918
2026-04-10T07:00:38.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,14.9,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:38.918
2026-04-10T07:00:39.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,14.9,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:39.918
2026-04-10T07:00:40.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:40.913
2026-04-10T07:00:41.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:41.913
2026-04-10T07:00:42.912Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:42.921
2026-04-10T07:00:43.909Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.0,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:43.913
2026-04-10T07:00:44.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.7,True,False,OK,0.0,-0.3,-2.3,135.7,0.0,2026-04-10T14:00:44.914
2026-04-10T07:00:45.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:45.913
2026-04-10T07:00:46.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:46.914
2026-04-10T07:00:47.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:47.918
2026-04-10T07:00:48.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:48.918
2026-04-10T07:00:49.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:49.919
2026-04-10T07:00:50.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.3,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:50.919
2026-04-10T07:00:51.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:51.918
2026-04-10T07:00:52.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.0,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:52.919
2026-04-10T07:00:53.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.2,135.8,True,False,OK,0.0,-0.3,-2.3,135.8,0.0,2026-04-10T14:00:53.919
2026-04-10T07:00:54.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:00:54.919
2026-04-10T07:00:55.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:00:55.918
2026-04-10T07:00:56.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:00:56.920
2026-04-10T07:00:57.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:00:57.919
2026-04-10T07:00:58.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:00:58.919
2026-04-10T07:00:59.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,14.9,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:00:59.925
2026-04-10T07:01:00.909Z,USV-001,46.8,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:00.912
2026-04-10T07:01:01.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.0,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:01.919
2026-04-10T07:01:02.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.0,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:02.918
2026-04-10T07:01:03.912Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.3,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:03.919
2026-04-10T07:01:04.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.2,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:04.918
2026-04-10T07:01:05.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.0,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:05.919
2026-04-10T07:01:06.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.0,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:06.918
2026-04-10T07:01:07.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.1,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:07.918
2026-04-10T07:01:08.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.0,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:08.918
2026-04-10T07:01:09.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,14.9,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:09.919
2026-04-10T07:01:10.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:10.913
2026-04-10T07:01:11.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,15.1,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:11.919
2026-04-10T07:01:12.913Z,USV-001,46.8,-62.3,0.0,0,MANUAL,0.0,0.0,15.0,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:12.920
2026-04-10T07:01:13.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,14.8,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:13.918
2026-04-10T07:01:14.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,14.9,136.0,True,False,OK,0.0,-0.3,-2.3,136.0,0.0,2026-04-10T14:01:14.918
2026-04-10T07:01:15.911Z,USV-001,46.8,-62.5,0.0,0,MANUAL,0.0,0.0,15.0,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:15.918
2026-04-10T07:01:16.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,14.9,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:16.918
2026-04-10T07:01:17.911Z,USV-001,46.8,-62.5,0.0,0,MANUAL,0.0,0.0,14.7,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:17.918
2026-04-10T07:01:18.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,14.8,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:18.918
2026-04-10T07:01:19.910Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.0,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:19.918
2026-04-10T07:01:20.911Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,14.9,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:20.918
2026-04-10T07:01:21.912Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,14.8,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:21.921
2026-04-10T07:01:22.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,14.9,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:22.919
2026-04-10T07:01:23.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.0,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:23.920
2026-04-10T07:01:24.911Z,USV-001,46.9,-62.5,0.0,0,MANUAL,0.0,0.0,15.0,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:24.918
2026-04-10T07:01:25.910Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,14.8,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:25.913
2026-04-10T07:01:26.909Z,USV-001,46.8,-62.4,0.0,0,MANUAL,0.0,0.0,14.9,135.9,True,False,OK,0.0,-0.3,-2.3,135.9,0.0,2026-04-10T14:01:26.911
