command_received_timestamp,vehicle_code,command,mavlink_sent_timestamp,execution_result,execution_message,command_response_timestamp,duration_ms
2026-04-24T08:35:05.621,USV-001,ARM,2026-04-24T08:35:05.631,SUCCESS,ARM successful,2026-04-24T08:35:05.651,30
2026-04-24T08:35:10.875,USV-001,DISARM,2026-04-24T08:35:10.884,SUCCESS,DISARM successful,2026-04-24T08:35:10.911,36
2026-04-24T08:35:35.882,USV-001,MANUAL,2026-04-24T08:35:35.890,SUCCESS,Mode changed to MANUAL,2026-04-24T08:35:35.899,17
2026-04-24T08:35:39.644,USV-001,ARM,2026-04-24T08:35:39.652,SUCCESS,ARM successful,2026-04-24T08:35:39.691,47
2026-04-24T08:36:02.590,USV-001,DISARM,2026-04-24T08:36:02.599,SUCCESS,DISARM successful,2026-04-24T08:36:02.629,39
2026-04-24T08:40:24.062,USV-001,ARM,2026-04-24T08:40:24.067,SUCCESS,ARM successful,2026-04-24T08:40:24.083,21
2026-04-24T08:40:27.831,USV-001,DISARM,2026-04-24T08:40:27.840,SUCCESS,DISARM successful,2026-04-24T08:40:27.867,36
2026-04-24T08:40:43.213,USV-001,MANUAL,2026-04-24T08:40:43.223,SUCCESS,Mode changed to MANUAL,2026-04-24T08:40:43.234,21
2026-04-24T08:40:49.582,USV-001,ARM,2026-04-24T08:40:49.595,SUCCESS,ARM successful,2026-04-24T08:40:49.628,46
2026-04-24T08:53:57.816,USV-001,DISARM,2026-04-24T08:53:57.825,SUCCESS,DISARM successful,2026-04-24T08:53:57.853,37
2026-04-24T08:54:02.369,USV-001,AUTO,2026-04-24T08:54:02.378,SUCCESS,Mode changed to AUTO,2026-04-24T08:54:02.389,20
2026-04-24T08:54:07.467,USV-001,ARM,2026-04-24T08:54:07.477,SUCCESS,ARM successful,2026-04-24T08:54:07.495,28
2026-04-24T09:22:49.366,USV-001,ARM,2026-04-24T09:22:49.395,FAILED,ARM failed: code 0,2026-04-24T09:22:54.471,5105
2026-04-24T09:23:02.461,USV-001,DISARM,2026-04-24T09:23:02.465,FAILED,DISARM failed: code 0,2026-04-24T09:23:07.501,5040
2026-04-24T09:25:49.939,USV-001,ARM,2026-04-24T09:25:49.943,SUCCESS,ARM successful,2026-04-24T09:25:49.954,15
2026-04-24T09:25:57.832,USV-001,ARM,2026-04-24T09:25:57.836,FAILED,ARM failed: code 0,2026-04-24T09:26:02.887,5055
2026-04-24T09:26:06.856,USV-001,DISARM,2026-04-24T09:26:06.881,SUCCESS,DISARM successful,2026-04-24T09:26:09.230,2374
2026-04-24T09:27:24.001,USV-001,ARM,2026-04-24T09:27:24.013,SUCCESS,ARM successful,2026-04-24T09:27:24.035,34
2026-04-24T09:53:08.405,USV-001,AUTO,2026-04-24T09:53:08.414,SUCCESS,Mode changed to AUTO,2026-04-24T09:53:08.424,19
2026-04-24T09:53:25.225,USV-001,DISARM,2026-04-24T09:53:25.235,SUCCESS,DISARM successful,2026-04-24T09:53:25.258,33
2026-04-24T09:56:05.813,USV-001,ARM,2026-04-24T09:56:05.822,SUCCESS,ARM successful,2026-04-24T09:56:05.846,33
2026-04-24T09:56:27.358,USV-001,DISARM,2026-04-24T09:56:27.367,SUCCESS,DISARM successful,2026-04-24T09:56:27.390,32
2026-04-24T10:10:47.658,USV-001,ARM,2026-04-24T10:10:47.666,SUCCESS,ARM successful,2026-04-24T10:10:47.681,23
2026-04-24T10:11:32.509,USV-001,DISARM,2026-04-24T10:11:32.518,SUCCESS,DISARM successful,2026-04-24T10:11:32.543,34
2026-04-24T10:12:54.725,USV-001,ARM,2026-04-24T10:12:54.735,SUCCESS,ARM successful,2026-04-24T10:12:54.765,40
2026-04-24T10:13:09.641,USV-001,DISARM,2026-04-24T10:13:09.649,SUCCESS,DISARM successful,2026-04-24T10:13:09.682,41
2026-04-24T10:13:29.895,USV-001,ARM,2026-04-24T10:13:29.903,SUCCESS,ARM successful,2026-04-24T10:13:29.922,27
2026-04-24T10:15:56.263,USV-001,DISARM,2026-04-24T10:15:56.272,SUCCESS,DISARM successful,2026-04-24T10:15:56.300,37
2026-04-24T10:23:36.040,USV-001,ARM,2026-04-24T10:23:36.050,SUCCESS,ARM successful,2026-04-24T10:23:36.080,40
2026-04-24T10:25:56.376,USV-001,DISARM,2026-04-24T10:25:56.384,SUCCESS,DISARM successful,2026-04-24T10:25:56.414,38
2026-04-24T10:26:18.351,USV-001,ARM,2026-04-24T10:26:18.359,SUCCESS,ARM successful,2026-04-24T10:26:18.394,43
2026-04-24T10:29:31.566,USV-001,DISARM,2026-04-24T10:29:31.578,SUCCESS,DISARM successful,2026-04-24T10:29:31.616,50
2026-04-24T10:29:49.884,USV-001,ARM,2026-04-24T10:29:49.893,SUCCESS,ARM successful,2026-04-24T10:29:49.913,29
2026-04-24T10:30:58.389,USV-001,DISARM,2026-04-24T10:30:58.399,SUCCESS,DISARM successful,2026-04-24T10:30:58.414,25
2026-04-24T10:31:13.604,USV-001,ARM,2026-04-24T10:31:13.614,SUCCESS,ARM successful,2026-04-24T10:31:13.634,30
2026-04-24T10:32:10.233,USV-001,DISARM,2026-04-24T10:32:10.242,SUCCESS,DISARM successful,2026-04-24T10:32:10.274,41
2026-04-24T10:32:37.869,USV-001,ARM,2026-04-24T10:32:37.880,SUCCESS,ARM successful,2026-04-24T10:32:37.913,44
2026-04-24T10:32:56.590,USV-001,DISARM,2026-04-24T10:32:56.601,SUCCESS,DISARM successful,2026-04-24T10:32:56.614,24
2026-04-24T10:32:58.054,USV-001,MANUAL,2026-04-24T10:32:58.063,SUCCESS,Mode changed to MANUAL,2026-04-24T10:32:58.074,20
2026-04-24T10:33:06.174,USV-001,ARM,2026-04-24T10:33:06.183,SUCCESS,ARM successful,2026-04-24T10:33:06.214,40
2026-04-24T10:34:36.222,USV-001,AUTO,2026-04-24T10:34:36.231,SUCCESS,Mode changed to AUTO,2026-04-24T10:34:36.244,22
2026-04-24T10:34:41.657,USV-001,DISARM,2026-04-24T10:34:41.666,SUCCESS,DISARM successful,2026-04-24T10:34:41.697,40
2026-04-24T10:34:45.111,USV-001,ARM,2026-04-24T10:34:45.120,SUCCESS,ARM successful,2026-04-24T10:34:45.154,43
2026-04-24T10:34:50.570,USV-001,DISARM,2026-04-24T10:34:50.579,SUCCESS,DISARM successful,2026-04-24T10:34:50.616,46
2026-04-24T10:35:15.682,USV-001,ARM,2026-04-24T10:35:15.691,SUCCESS,ARM successful,2026-04-24T10:35:15.714,32
2026-04-24T10:39:26.413,USV-001,DISARM,2026-04-24T10:39:26.422,SUCCESS,DISARM successful,2026-04-24T10:39:26.455,42
2026-04-24T10:41:28.542,USV-001,ARM,2026-04-24T10:41:28.551,SUCCESS,ARM successful,2026-04-24T10:41:28.574,32
2026-04-24T10:41:52.705,USV-001,DISARM,2026-04-24T10:41:52.715,SUCCESS,DISARM successful,2026-04-24T10:41:52.737,32
2026-04-24T10:41:54.323,USV-001,MANUAL,2026-04-24T10:41:54.332,SUCCESS,Mode changed to MANUAL,2026-04-24T10:41:54.341,18
2026-04-24T10:42:00.878,USV-001,ARM,2026-04-24T10:42:00.887,SUCCESS,ARM successful,2026-04-24T10:42:00.917,39
2026-04-24T10:42:42.240,USV-001,DISARM,2026-04-24T10:42:42.249,SUCCESS,DISARM successful,2026-04-24T10:42:42.275,35
2026-04-24T10:42:45.576,USV-001,AUTO,2026-04-24T10:42:45.584,SUCCESS,Mode changed to AUTO,2026-04-24T10:42:45.607,31
2026-04-24T10:42:51.091,USV-001,ARM,2026-04-24T10:42:51.103,SUCCESS,ARM successful,2026-04-24T10:42:51.140,49
2026-04-24T10:45:53.824,USV-001,DISARM,2026-04-24T10:45:53.833,SUCCESS,DISARM successful,2026-04-24T10:45:53.857,33
2026-04-24T10:51:46.701,USV-001,MANUAL,2026-04-24T10:51:46.711,SUCCESS,Mode changed to MANUAL,2026-04-24T10:51:46.720,19
2026-04-24T10:51:54.373,USV-001,ARM,2026-04-24T10:51:54.382,SUCCESS,ARM successful,2026-04-24T10:51:54.404,31
2026-04-24T10:52:20.178,USV-001,DISARM,2026-04-24T10:52:20.187,SUCCESS,DISARM successful,2026-04-24T10:52:20.205,27
2026-04-24T10:52:22.193,USV-001,AUTO,2026-04-24T10:52:22.202,SUCCESS,Mode changed to AUTO,2026-04-24T10:52:22.212,19
2026-04-24T10:52:38.172,USV-001,ARM,2026-04-24T10:52:38.183,SUCCESS,ARM successful,2026-04-24T10:52:38.204,32
2026-04-24T10:54:18.099,USV-001,DISARM,2026-04-24T10:54:18.109,SUCCESS,DISARM successful,2026-04-24T10:54:18.141,42
2026-04-24T10:54:19.958,USV-001,MANUAL,2026-04-24T10:54:19.967,SUCCESS,Mode changed to MANUAL,2026-04-24T10:54:19.976,18
2026-04-24T10:54:26.528,USV-001,ARM,2026-04-24T10:54:26.537,SUCCESS,ARM successful,2026-04-24T10:54:26.561,33
2026-04-24T10:55:14.142,USV-001,DISARM,2026-04-24T10:55:14.151,SUCCESS,DISARM successful,2026-04-24T10:55:14.180,38
2026-04-24T10:55:22.268,USV-001,MANUAL,2026-04-24T10:55:22.278,SUCCESS,Mode changed to MANUAL,2026-04-24T10:55:22.289,21
2026-04-24T10:55:27.221,USV-001,ARM,2026-04-24T10:55:27.233,SUCCESS,ARM successful,2026-04-24T10:55:27.266,45
2026-04-24T10:55:59.596,USV-001,DISARM,2026-04-24T10:55:59.605,SUCCESS,DISARM successful,2026-04-24T10:55:59.640,44
2026-04-24T11:01:11.412,USV-001,AUTO,2026-04-24T11:01:11.421,SUCCESS,Mode changed to AUTO,2026-04-24T11:01:11.429,17
2026-04-24T11:01:16.427,USV-001,ARM,2026-04-24T11:01:16.436,SUCCESS,ARM successful,2026-04-24T11:01:16.458,31
2026-04-24T11:01:37.481,USV-001,DISARM,2026-04-24T11:01:37.493,SUCCESS,DISARM successful,2026-04-24T11:01:37.514,33
2026-04-24T11:01:40.634,USV-001,MANUAL,2026-04-24T11:01:40.643,SUCCESS,Mode changed to MANUAL,2026-04-24T11:01:40.653,19
2026-04-24T11:01:48.033,USV-001,ARM,2026-04-24T11:01:48.042,SUCCESS,ARM successful,2026-04-24T11:01:48.076,43
2026-04-24T11:02:10.884,USV-001,DISARM,2026-04-24T11:02:10.892,SUCCESS,DISARM successful,2026-04-24T11:02:10.914,30
2026-04-24T11:02:12.499,USV-001,AUTO,2026-04-24T11:02:12.508,SUCCESS,Mode changed to AUTO,2026-04-24T11:02:12.518,19
2026-04-24T11:02:14.460,USV-001,ARM,2026-04-24T11:02:14.475,SUCCESS,ARM successful,2026-04-24T11:02:14.496,36
2026-04-24T11:04:47.942,USV-001,DISARM,2026-04-24T11:04:47.952,SUCCESS,DISARM successful,2026-04-24T11:04:47.972,30
2026-04-24T11:04:50.997,USV-001,MANUAL,2026-04-24T11:04:51.006,SUCCESS,Mode changed to MANUAL,2026-04-24T11:04:51.015,18
2026-04-24T11:04:57.517,USV-001,ARM,2026-04-24T11:04:57.526,SUCCESS,ARM successful,2026-04-24T11:04:57.552,35
2026-04-24T11:07:34.223,USV-001,DISARM,2026-04-24T11:07:34.232,SUCCESS,DISARM successful,2026-04-24T11:07:34.251,28
2026-04-24T13:18:21.199,USV-001,ARM,2026-04-24T13:18:21.209,SUCCESS,ARM successful,2026-04-24T13:18:21.244,45
2026-04-24T13:30:49.819,USV-001,DISARM,2026-04-24T13:30:49.830,SUCCESS,DISARM successful,2026-04-24T13:30:49.843,24
2026-04-24T13:30:52.371,USV-001,ARM,2026-04-24T13:30:52.381,SUCCESS,ARM successful,2026-04-24T13:30:52.405,34
2026-04-24T13:31:51.847,USV-001,DISARM,2026-04-24T13:31:51.857,SUCCESS,DISARM successful,2026-04-24T13:31:51.887,40
2026-04-24T13:32:48.873,USV-001,AUTO,2026-04-24T13:32:48.883,SUCCESS,Mode changed to AUTO,2026-04-24T13:32:48.893,20
2026-04-24T13:32:52.834,USV-001,ARM,2026-04-24T13:32:52.843,SUCCESS,ARM successful,2026-04-24T13:32:52.859,25
2026-04-24T13:35:15.733,USV-001,DISARM,2026-04-24T13:35:15.742,SUCCESS,DISARM successful,2026-04-24T13:35:15.769,36
2026-04-24T13:35:22.534,USV-001,MANUAL,2026-04-24T13:35:22.544,SUCCESS,Mode changed to MANUAL,2026-04-24T13:35:22.557,23
2026-04-24T13:35:31.411,USV-001,ARM,2026-04-24T13:35:31.421,SUCCESS,ARM successful,2026-04-24T13:35:31.446,35
2026-04-24T13:36:07.530,USV-001,DISARM,2026-04-24T13:36:07.541,SUCCESS,DISARM successful,2026-04-24T13:36:07.564,34
2026-04-24T13:36:16.822,USV-001,MANUAL,2026-04-24T13:36:16.831,SUCCESS,Mode changed to MANUAL,2026-04-24T13:36:16.841,19
2026-04-24T13:36:23.451,USV-001,MANUAL,2026-04-24T13:36:23.459,SUCCESS,Mode changed to MANUAL,2026-04-24T13:36:23.468,17
2026-04-24T13:36:39.644,USV-001,AUTO,2026-04-24T13:36:39.653,SUCCESS,Mode changed to AUTO,2026-04-24T13:36:39.663,19
2026-04-24T13:36:44.132,USV-001,MANUAL,2026-04-24T13:36:44.141,SUCCESS,Mode changed to MANUAL,2026-04-24T13:36:44.152,20
2026-04-24T13:36:47.402,USV-001,ARM,2026-04-24T13:36:47.412,SUCCESS,ARM successful,2026-04-24T13:36:47.445,43
2026-04-24T13:38:17.301,USV-001,DISARM,2026-04-24T13:38:17.310,SUCCESS,DISARM successful,2026-04-24T13:38:17.328,27
2026-04-24T13:38:52.187,USV-001,MANUAL,2026-04-24T13:38:52.196,SUCCESS,Mode changed to MANUAL,2026-04-24T13:38:52.208,21
2026-04-24T13:38:56.585,USV-001,ARM,2026-04-24T13:38:56.595,SUCCESS,ARM successful,2026-04-24T13:38:56.613,28
2026-04-24T13:39:24.100,USV-001,DISARM,2026-04-24T13:39:24.109,SUCCESS,DISARM successful,2026-04-24T13:39:24.139,39
2026-04-24T13:39:48.363,USV-001,MANUAL,2026-04-24T13:39:48.373,SUCCESS,Mode changed to MANUAL,2026-04-24T13:39:48.385,22
2026-04-24T13:39:52.560,USV-001,AUTO,2026-04-24T13:39:52.569,SUCCESS,Mode changed to AUTO,2026-04-24T13:39:52.582,22
2026-04-24T13:39:54.634,USV-001,MANUAL,2026-04-24T13:39:54.642,SUCCESS,Mode changed to MANUAL,2026-04-24T13:39:54.652,18
2026-04-24T13:39:59.074,USV-001,ARM,2026-04-24T13:39:59.084,SUCCESS,ARM successful,2026-04-24T13:39:59.101,27
2026-04-24T13:40:59.145,USV-001,DISARM,2026-04-24T13:40:59.155,SUCCESS,DISARM successful,2026-04-24T13:40:59.189,44
2026-04-24T14:02:10.085,USV-001,MANUAL,2026-04-24T14:02:10.094,SUCCESS,Mode changed to MANUAL,2026-04-24T14:02:10.102,17
2026-04-24T14:02:14.303,USV-001,AUTO,2026-04-24T14:02:14.313,SUCCESS,Mode changed to AUTO,2026-04-24T14:02:14.325,22
2026-04-24T14:37:31.493,USV-001,ARM,2026-04-24T14:37:31.504,SUCCESS,ARM successful,2026-04-24T14:37:31.534,41
2026-04-24T14:37:56.360,USV-001,DISARM,2026-04-24T14:37:56.369,SUCCESS,DISARM successful,2026-04-24T14:37:56.393,33
2026-04-24T14:40:22.032,USV-001,ARM,2026-04-24T14:40:22.042,SUCCESS,ARM successful,2026-04-24T14:40:22.071,39
2026-04-24T14:40:32.009,USV-001,DISARM,2026-04-24T14:40:32.024,SUCCESS,DISARM successful,2026-04-24T14:40:32.049,40
2026-04-24T15:20:46.543,USV-001,ARM,2026-04-24T15:20:46.550,SUCCESS,ARM successful,2026-04-24T15:20:46.573,30
2026-04-24T15:21:02.608,USV-001,DISARM,2026-04-24T15:21:02.617,SUCCESS,DISARM successful,2026-04-24T15:21:02.635,27
2026-04-24T15:21:06.532,USV-001,AUTO,2026-04-24T15:21:06.541,SUCCESS,Mode changed to AUTO,2026-04-24T15:21:06.549,17
2026-04-24T15:21:09.602,USV-001,MANUAL,2026-04-24T15:21:09.613,SUCCESS,Mode changed to MANUAL,2026-04-24T15:21:09.623,21
2026-04-24T15:21:15.102,USV-001,ARM,2026-04-24T15:21:15.114,SUCCESS,ARM successful,2026-04-24T15:21:15.136,34
2026-04-24T15:22:11.719,USV-001,DISARM,2026-04-24T15:22:11.726,SUCCESS,DISARM successful,2026-04-24T15:22:11.759,40
2026-04-24T15:22:47.296,USV-001,AUTO,2026-04-24T15:22:47.304,SUCCESS,Mode changed to AUTO,2026-04-24T15:22:47.313,17
2026-04-24T15:22:54.336,USV-001,ARM,2026-04-24T15:22:54.345,SUCCESS,ARM successful,2026-04-24T15:22:54.379,43
2026-04-24T15:23:08.602,USV-001,DISARM,2026-04-24T15:23:08.616,SUCCESS,DISARM successful,2026-04-24T15:23:08.638,36
2026-04-24T15:23:23.318,USV-001,MANUAL,2026-04-24T15:23:23.329,SUCCESS,Mode changed to MANUAL,2026-04-24T15:23:23.338,20
2026-04-24T15:23:26.261,USV-001,ARM,2026-04-24T15:23:26.270,SUCCESS,ARM successful,2026-04-24T15:23:26.297,36
2026-04-24T15:24:58.301,USV-001,DISARM,2026-04-24T15:24:58.310,SUCCESS,DISARM successful,2026-04-24T15:24:58.334,33
2026-04-24T15:25:34.578,USV-001,ARM,2026-04-24T15:25:34.587,SUCCESS,ARM successful,2026-04-24T15:25:34.615,37
2026-04-24T15:26:28.169,USV-001,DISARM,2026-04-24T15:26:28.178,SUCCESS,DISARM successful,2026-04-24T15:26:28.194,25
2026-04-24T15:26:30.579,USV-001,AUTO,2026-04-24T15:26:30.588,SUCCESS,Mode changed to AUTO,2026-04-24T15:26:30.599,20
2026-04-24T15:26:34.760,USV-001,ARM,2026-04-24T15:26:34.769,SUCCESS,ARM successful,2026-04-24T15:26:34.796,36
2026-04-24T15:28:34.163,USV-001,DISARM,2026-04-24T15:28:34.172,SUCCESS,DISARM successful,2026-04-24T15:28:34.201,38
2026-04-24T15:28:39.061,USV-001,MANUAL,2026-04-24T15:28:39.071,SUCCESS,Mode changed to MANUAL,2026-04-24T15:28:39.083,22
2026-04-24T15:28:44.665,USV-001,ARM,2026-04-24T15:28:44.676,SUCCESS,ARM successful,2026-04-24T15:28:44.701,36
2026-04-24T15:29:19.805,USV-001,DISARM,2026-04-24T15:29:19.816,SUCCESS,DISARM successful,2026-04-24T15:29:19.845,40
2026-04-24T15:29:23.575,USV-001,ARM,2026-04-24T15:29:23.586,SUCCESS,ARM successful,2026-04-24T15:29:23.604,29
2026-04-24T15:29:45.092,USV-001,DISARM,2026-04-24T15:29:45.101,SUCCESS,DISARM successful,2026-04-24T15:29:45.127,35
2026-04-24T15:30:55.799,USV-001,AUTO,2026-04-24T15:30:55.808,SUCCESS,Mode changed to AUTO,2026-04-24T15:30:55.817,18
2026-04-24T15:30:59.580,USV-001,ARM,2026-04-24T15:30:59.591,SUCCESS,ARM successful,2026-04-24T15:30:59.610,30
2026-04-24T15:34:53.067,USV-001,DISARM,2026-04-24T15:34:53.081,SUCCESS,DISARM successful,2026-04-24T15:34:53.110,43
2026-04-24T15:35:11.099,USV-001,ARM,2026-04-24T15:35:11.108,SUCCESS,ARM successful,2026-04-24T15:35:11.130,31
2026-04-24T15:35:14.127,USV-001,MANUAL,2026-04-24T15:35:14.136,SUCCESS,Mode changed to MANUAL,2026-04-24T15:35:14.146,19
2026-04-24T15:35:55.472,USV-001,DISARM,2026-04-24T15:35:55.481,SUCCESS,DISARM successful,2026-04-24T15:35:55.511,39
2026-04-24T20:40:16.180,USV-001,ARM,,FAILED,MAVROS service unavailable,2026-04-24T20:40:21.221,5041
2026-04-24T20:40:22.821,USV-001,FORCE_ARM,,FAILED,MAVROS service unavailable,2026-04-24T20:40:27.860,5039
2026-04-24T20:44:16.654,USV-001,ARM,,FAILED,MAVROS service unavailable,2026-04-24T20:44:21.693,5039
2026-04-24T20:44:23.271,USV-001,FORCE_ARM,,FAILED,MAVROS service unavailable,2026-04-24T20:44:28.311,5040
2026-04-24T20:44:31.543,USV-001,FORCE_ARM,,FAILED,MAVROS service unavailable,2026-04-24T20:44:36.583,5040
2026-04-24T20:46:54.639,USV-001,FORCE_ARM,,FAILED,MAVROS service unavailable,2026-04-24T20:46:59.680,5041
