command_received_timestamp,vehicle_code,command,mavlink_sent_timestamp,execution_result,execution_message,command_response_timestamp,duration_ms
2026-04-18T07:55:20.694,USV-001,MANUAL,2026-04-18T07:55:20.703,SUCCESS,Mode changed to MANUAL,2026-04-18T07:55:20.713,19
2026-04-18T07:55:23.240,USV-001,ARM,2026-04-18T07:55:23.248,SUCCESS,ARM successful,2026-04-18T07:55:23.278,38
2026-04-18T07:59:21.954,USV-001,DISARM,2026-04-18T07:59:21.963,SUCCESS,DISARM successful,2026-04-18T07:59:21.994,40
2026-04-18T07:59:26.503,USV-001,ARM,2026-04-18T07:59:26.512,SUCCESS,ARM successful,2026-04-18T07:59:26.532,29
2026-04-18T08:30:01.022,USV-001,ARM,2026-04-18T08:30:01.032,SUCCESS,ARM successful,2026-04-18T08:30:01.057,35
2026-04-18T08:30:06.459,USV-001,DISARM,2026-04-18T08:30:06.467,SUCCESS,DISARM successful,2026-04-18T08:30:06.496,37
2026-04-18T08:30:34.339,USV-001,ARM,2026-04-18T08:30:34.347,SUCCESS,ARM successful,2026-04-18T08:30:34.376,37
2026-04-18T08:30:36.720,USV-001,DISARM,2026-04-18T08:30:36.731,SUCCESS,DISARM successful,2026-04-18T08:30:36.756,36
2026-04-18T08:52:59.617,USV-001,ARM,2026-04-18T08:52:59.626,SUCCESS,ARM successful,2026-04-18T08:52:59.646,29
2026-04-18T08:53:08.480,USV-001,MANUAL,2026-04-18T08:53:08.488,SUCCESS,Mode changed to MANUAL,2026-04-18T08:53:08.499,19
2026-04-18T08:56:08.131,USV-001,ARM,2026-04-18T08:56:08.140,SUCCESS,ARM successful,2026-04-18T08:56:08.168,37
2026-04-18T08:56:12.888,USV-001,MANUAL,2026-04-18T08:56:12.897,SUCCESS,Mode changed to MANUAL,2026-04-18T08:56:12.908,20
2026-04-18T08:56:30.810,USV-001,ARM,2026-04-18T08:56:30.818,SUCCESS,ARM successful,2026-04-18T08:56:30.847,37
2026-04-18T08:56:34.393,USV-001,DISARM,2026-04-18T08:56:34.401,SUCCESS,DISARM successful,2026-04-18T08:56:34.428,35
2026-04-18T09:22:00.530,USV-001,AUTO,2026-04-18T09:22:00.540,SUCCESS,Mode changed to AUTO,2026-04-18T09:22:00.555,25
2026-04-18T09:22:02.900,USV-001,ARM,2026-04-18T09:22:02.909,FAILED,ARM failed: code 4,2026-04-18T09:22:02.942,42
2026-04-18T09:22:06.706,USV-001,MANUAL,2026-04-18T09:22:06.716,SUCCESS,Mode changed to MANUAL,2026-04-18T09:22:06.728,22
2026-04-18T09:22:08.840,USV-001,FORCE_ARM,2026-04-18T09:22:08.849,SUCCESS,FORCE_ARM successful,2026-04-18T09:22:08.881,41
2026-04-18T10:09:36.809,USV-001,ARM,2026-04-18T10:09:36.814,SUCCESS,ARM successful,2026-04-18T10:09:36.845,36
2026-04-18T10:09:42.010,USV-001,DISARM,2026-04-18T10:09:42.014,SUCCESS,DISARM successful,2026-04-18T10:09:42.026,16
2026-04-18T10:09:44.124,USV-001,ARM,2026-04-18T10:09:44.128,SUCCESS,ARM successful,2026-04-18T10:09:44.146,22
2026-04-18T10:09:48.903,USV-001,MANUAL,2026-04-18T10:09:48.908,SUCCESS,Mode changed to MANUAL,2026-04-18T10:09:48.913,10
2026-04-18T11:25:38.674,USV-001,DISARM,2026-04-18T11:25:38.684,SUCCESS,DISARM successful,2026-04-18T11:25:38.718,44
2026-04-18T11:25:41.316,USV-001,ARM,2026-04-18T11:25:41.325,SUCCESS,ARM successful,2026-04-18T11:25:41.358,42
2026-04-18T11:25:46.750,USV-001,DISARM,2026-04-18T11:25:46.762,SUCCESS,DISARM successful,2026-04-18T11:25:46.778,28
2026-04-18T17:24:49.627,USV-001,ARM,2026-04-18T17:24:49.638,SUCCESS,ARM successful,2026-04-18T17:24:49.678,51
2026-04-18T17:24:57.114,USV-001,DISARM,2026-04-18T17:24:57.124,SUCCESS,DISARM successful,2026-04-18T17:24:57.158,44
2026-04-18T17:44:36.547,USV-001,ARM,2026-04-18T17:44:36.556,FAILED,ARM failed: code 4,2026-04-18T17:44:36.579,32
2026-04-18T17:44:41.432,USV-001,FORCE_ARM,2026-04-18T17:44:41.435,SUCCESS,FORCE_ARM successful,2026-04-18T17:44:41.456,24
2026-04-18T17:44:52.876,USV-001,DISARM,2026-04-18T17:44:52.885,SUCCESS,DISARM successful,2026-04-18T17:44:52.922,46
